param_id,param_apsim,value,group_id,set_id,set_script,set_pdes,set_pcat,do_manually
20,yTTString,"1, 1, 1",rue,2003,combo,dyn kill + dyn xf,combo,Y
21,moistDaysBefore,14,xf,2003,combo,dyn kill + dyn xf,combo,Y
22,moistDaysAfter,1,xf,2003,combo,dyn kill + dyn xf,combo,Y
23,moistMaxLayers,2,xf,2003,combo,dyn kill + dyn xf,combo,Y
24,coldStage,4,xf,2003,combo,dyn kill + dyn xf,combo,Y
25,coldTT,4,xf,2003,combo,dyn kill + dyn xf,combo,Y
26,xSurfaceOMString,"0, 2500, 10000",xf,2003,combo,dyn kill + dyn xf,combo,Y
27,ySurfaceOMString,"1, 1, 1",xf,2003,combo,dyn kill + dyn xf,combo,Y
28,xMoistureString,"0, 1, 2",xf,2003,combo,dyn kill + dyn xf,combo,Y
29,yMoistureString,"1, 1, 0.5",xf,2003,combo,dyn kill + dyn xf,combo,Y
30,xTTString,"1, 5, 20",xf,2003,combo,dyn kill + dyn xf,combo,Y
31,yTTString,"1, 0.5, 0.5",xf,2003,combo,dyn kill + dyn xf,combo,Y
1,startStage,1,kill,2004,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
2,endStage,3.5,kill,2004,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
3,maxLayer,3,kill,2004,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
4,moistLim,2,kill,2004,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
5,tempLim,2,kill,2004,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,2004,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
7,yMoistString,"0, 0, 0, 0, 0",kill,2004,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
8,xTempString,"-3.5, 0",kill,2004,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
9,yTempString,"0.1, 0",kill,2004,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
10,moistDaysBefore,14,rue,2004,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
11,moistDaysAfter,1,rue,2004,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
12,moistMaxLayers,2,rue,2004,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
13,coldStage,4,rue,2004,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
14,coldTT,4,rue,2004,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
15,xSurfaceOMString,"0, 500, 2500, 10000",rue,2004,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
16,ySurfaceOMString,"1, 1, 0.95, 0.95",rue,2004,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
17,xMoistureString,"0, 1, 2",rue,2004,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
18,yMoistureString,"1, 1, 1",rue,2004,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
19,xTTString,"0, 15, 100",rue,2004,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
20,yTTString,"1, 1, 1",rue,2004,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
21,moistDaysBefore,14,xf,2004,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
22,moistDaysAfter,1,xf,2004,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
23,moistMaxLayers,2,xf,2004,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
24,coldStage,4,xf,2004,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
25,coldTT,4,xf,2004,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
26,xSurfaceOMString,"0, 2500, 10000",xf,2004,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
27,ySurfaceOMString,"1, 1, 1",xf,2004,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
28,xMoistureString,"0, 1, 2",xf,2004,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
29,yMoistureString,"1, 1, 0.5",xf,2004,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
30,xTTString,"1, 5, 20",xf,2004,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
31,yTTString,"1, 0.5, 0.5",xf,2004,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
1,startStage,1,kill,2005,combo,"no cold kill, 5rue%",combo,Y
2,endStage,3.5,kill,2005,combo,"no cold kill, 5rue%",combo,Y
3,maxLayer,3,kill,2005,combo,"no cold kill, 5rue%",combo,Y
4,moistLim,2,kill,2005,combo,"no cold kill, 5rue%",combo,Y
5,tempLim,2,kill,2005,combo,"no cold kill, 5rue%",combo,Y
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,2005,combo,"no cold kill, 5rue%",combo,Y
7,yMoistString,"0, 0, 0, 0, 0.05",kill,2005,combo,"no cold kill, 5rue%",combo,Y
8,xTempString,"-3.5, 0",kill,2005,combo,"no cold kill, 5rue%",combo,Y
9,yTempString,"0, 0",kill,2005,combo,"no cold kill, 5rue%",combo,Y
10,moistDaysBefore,14,rue,2005,combo,"no cold kill, 5rue%",combo,Y
11,moistDaysAfter,1,rue,2005,combo,"no cold kill, 5rue%",combo,Y
12,moistMaxLayers,2,rue,2005,combo,"no cold kill, 5rue%",combo,Y
13,coldStage,4,rue,2005,combo,"no cold kill, 5rue%",combo,Y
14,coldTT,4,rue,2005,combo,"no cold kill, 5rue%",combo,Y
15,xSurfaceOMString,"0, 500, 2500, 10000",rue,2005,combo,"no cold kill, 5rue%",combo,Y
16,ySurfaceOMString,"1, 1, 0.95, 0.95",rue,2005,combo,"no cold kill, 5rue%",combo,Y
17,xMoistureString,"0, 1, 2",rue,2005,combo,"no cold kill, 5rue%",combo,Y
18,yMoistureString,"1, 1, 1",rue,2005,combo,"no cold kill, 5rue%",combo,Y
19,xTTString,"0, 15, 100",rue,2005,combo,"no cold kill, 5rue%",combo,Y
20,yTTString,"1, 1, 1",rue,2005,combo,"no cold kill, 5rue%",combo,Y
21,moistDaysBefore,14,xf,2005,combo,"no cold kill, 5rue%",combo,Y
22,moistDaysAfter,1,xf,2005,combo,"no cold kill, 5rue%",combo,Y
23,moistMaxLayers,2,xf,2005,combo,"no cold kill, 5rue%",combo,Y
24,coldStage,4,xf,2005,combo,"no cold kill, 5rue%",combo,Y
25,coldTT,4,xf,2005,combo,"no cold kill, 5rue%",combo,Y
26,xSurfaceOMString,"0, 2500, 10000",xf,2005,combo,"no cold kill, 5rue%",combo,Y
27,ySurfaceOMString,"1, 1, 1",xf,2005,combo,"no cold kill, 5rue%",combo,Y
28,xMoistureString,"0, 1, 2",xf,2005,combo,"no cold kill, 5rue%",combo,Y
29,yMoistureString,"1, 1, 0.5",xf,2005,combo,"no cold kill, 5rue%",combo,Y
30,xTTString,"1, 5, 20",xf,2005,combo,"no cold kill, 5rue%",combo,Y
31,yTTString,"1, 0.5, 0.5",xf,2005,combo,"no cold kill, 5rue%",combo,Y
1,startStage,1,kill,2006,combo,"no wet xf, 5%rue",combo,Y
2,endStage,3.5,kill,2006,combo,"no wet xf, 5%rue",combo,Y
3,maxLayer,3,kill,2006,combo,"no wet xf, 5%rue",combo,Y
4,moistLim,2,kill,2006,combo,"no wet xf, 5%rue",combo,Y
5,tempLim,2,kill,2006,combo,"no wet xf, 5%rue",combo,Y
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,2006,combo,"no wet xf, 5%rue",combo,Y
7,yMoistString,"0, 0, 0, 0, 0.05",kill,2006,combo,"no wet xf, 5%rue",combo,Y
8,xTempString,"-3.5, 0",kill,2006,combo,"no wet xf, 5%rue",combo,Y
9,yTempString,"0.1, 0",kill,2006,combo,"no wet xf, 5%rue",combo,Y
10,moistDaysBefore,14,rue,2006,combo,"no wet xf, 5%rue",combo,Y
11,moistDaysAfter,1,rue,2006,combo,"no wet xf, 5%rue",combo,Y
12,moistMaxLayers,2,rue,2006,combo,"no wet xf, 5%rue",combo,Y
13,coldStage,4,rue,2006,combo,"no wet xf, 5%rue",combo,Y
14,coldTT,4,rue,2006,combo,"no wet xf, 5%rue",combo,Y
15,xSurfaceOMString,"0, 500, 2500, 10000",rue,2006,combo,"no wet xf, 5%rue",combo,Y
16,ySurfaceOMString,"1, 1, 0.95, 0.95",rue,2006,combo,"no wet xf, 5%rue",combo,Y
17,xMoistureString,"0, 1, 2",rue,2006,combo,"no wet xf, 5%rue",combo,Y
18,yMoistureString,"1, 1, 1",rue,2006,combo,"no wet xf, 5%rue",combo,Y
19,xTTString,"0, 15, 100",rue,2006,combo,"no wet xf, 5%rue",combo,Y
20,yTTString,"1, 1, 1",rue,2006,combo,"no wet xf, 5%rue",combo,Y
21,moistDaysBefore,14,xf,2006,combo,"no wet xf, 5%rue",combo,Y
22,moistDaysAfter,1,xf,2006,combo,"no wet xf, 5%rue",combo,Y
23,moistMaxLayers,2,xf,2006,combo,"no wet xf, 5%rue",combo,Y
24,coldStage,4,xf,2006,combo,"no wet xf, 5%rue",combo,Y
25,coldTT,4,xf,2006,combo,"no wet xf, 5%rue",combo,Y
26,xSurfaceOMString,"0, 2500, 10000",xf,2006,combo,"no wet xf, 5%rue",combo,Y
27,ySurfaceOMString,"1, 1, 1",xf,2006,combo,"no wet xf, 5%rue",combo,Y
28,xMoistureString,"0, 1, 2",xf,2006,combo,"no wet xf, 5%rue",combo,Y
29,yMoistureString,"1, 1, 1",xf,2006,combo,"no wet xf, 5%rue",combo,Y
30,xTTString,"1, 5, 20",xf,2006,combo,"no wet xf, 5%rue",combo,Y
31,yTTString,"1, 0.5, 0.5",xf,2006,combo,"no wet xf, 5%rue",combo,Y
1,startStage,1,kill,2007,combo,"no cold xf, 5%rue",combo,Y
2,endStage,3.5,kill,2007,combo,"no cold xf, 5%rue",combo,Y
3,maxLayer,3,kill,2007,combo,"no cold xf, 5%rue",combo,Y
4,moistLim,2,kill,2007,combo,"no cold xf, 5%rue",combo,Y
5,tempLim,2,kill,2007,combo,"no cold xf, 5%rue",combo,Y
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,2007,combo,"no cold xf, 5%rue",combo,Y
7,yMoistString,"0, 0, 0, 0, 0.05",kill,2007,combo,"no cold xf, 5%rue",combo,Y
8,xTempString,"-3.5, 0",kill,2007,combo,"no cold xf, 5%rue",combo,Y
9,yTempString,"0.1, 0",kill,2007,combo,"no cold xf, 5%rue",combo,Y
10,moistDaysBefore,14,rue,2007,combo,"no cold xf, 5%rue",combo,Y
11,moistDaysAfter,1,rue,2007,combo,"no cold xf, 5%rue",combo,Y
12,moistMaxLayers,2,rue,2007,combo,"no cold xf, 5%rue",combo,Y
13,coldStage,4,rue,2007,combo,"no cold xf, 5%rue",combo,Y
14,coldTT,4,rue,2007,combo,"no cold xf, 5%rue",combo,Y
15,xSurfaceOMString,"0, 500, 2500, 10000",rue,2007,combo,"no cold xf, 5%rue",combo,Y
16,ySurfaceOMString,"1, 1, 0.95, 0.95",rue,2007,combo,"no cold xf, 5%rue",combo,Y
17,xMoistureString,"0, 1, 2",rue,2007,combo,"no cold xf, 5%rue",combo,Y
18,yMoistureString,"1, 1, 1",rue,2007,combo,"no cold xf, 5%rue",combo,Y
19,xTTString,"0, 15, 100",rue,2007,combo,"no cold xf, 5%rue",combo,Y
20,yTTString,"1, 1, 1",rue,2007,combo,"no cold xf, 5%rue",combo,Y
21,moistDaysBefore,14,xf,2007,combo,"no cold xf, 5%rue",combo,Y
22,moistDaysAfter,1,xf,2007,combo,"no cold xf, 5%rue",combo,Y
23,moistMaxLayers,2,xf,2007,combo,"no cold xf, 5%rue",combo,Y
24,coldStage,4,xf,2007,combo,"no cold xf, 5%rue",combo,Y
25,coldTT,4,xf,2007,combo,"no cold xf, 5%rue",combo,Y
26,xSurfaceOMString,"0, 2500, 10000",xf,2007,combo,"no cold xf, 5%rue",combo,Y
27,ySurfaceOMString,"1, 1, 1",xf,2007,combo,"no cold xf, 5%rue",combo,Y
28,xMoistureString,"0, 1, 2",xf,2007,combo,"no cold xf, 5%rue",combo,Y
29,yMoistureString,"1, 1, 0.5",xf,2007,combo,"no cold xf, 5%rue",combo,Y
30,xTTString,"1, 5, 20",xf,2007,combo,"no cold xf, 5%rue",combo,Y
31,yTTString,"1, 0.5, 0.5",xf,2007,combo,"no cold xf, 5%rue",combo,Y
1,startStage,1,kill,2008,combo,"no wet kill, 10%rue",combo,Y
2,endStage,3.5,kill,2008,combo,"no wet kill, 10%rue",combo,Y
3,maxLayer,3,kill,2008,combo,"no wet kill, 10%rue",combo,Y
4,moistLim,2,kill,2008,combo,"no wet kill, 10%rue",combo,Y
5,tempLim,2,kill,2008,combo,"no wet kill, 10%rue",combo,Y
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,2008,combo,"no wet kill, 10%rue",combo,Y
7,yMoistString,"0, 0, 0, 0, 0",kill,2008,combo,"no wet kill, 10%rue",combo,Y
8,xTempString,"-3.5, 0",kill,2008,combo,"no wet kill, 10%rue",combo,Y
9,yTempString,"0.1, 0",kill,2008,combo,"no wet kill, 10%rue",combo,Y
10,moistDaysBefore,14,rue,2008,combo,"no wet kill, 10%rue",combo,Y
11,moistDaysAfter,1,rue,2008,combo,"no wet kill, 10%rue",combo,Y
12,moistMaxLayers,2,rue,2008,combo,"no wet kill, 10%rue",combo,Y
13,coldStage,4,rue,2008,combo,"no wet kill, 10%rue",combo,Y
14,coldTT,4,rue,2008,combo,"no wet kill, 10%rue",combo,Y
15,xSurfaceOMString,"0, 500, 2500, 10000",rue,2008,combo,"no wet kill, 10%rue",combo,Y
16,ySurfaceOMString,"1, 1, 0.9, 0.9",rue,2008,combo,"no wet kill, 10%rue",combo,Y
17,xMoistureString,"0, 1, 2",rue,2008,combo,"no wet kill, 10%rue",combo,Y
18,yMoistureString,"1, 1, 1",rue,2008,combo,"no wet kill, 10%rue",combo,Y
19,xTTString,"0, 15, 100",rue,2008,combo,"no wet kill, 10%rue",combo,Y
20,yTTString,"1, 1, 1",rue,2008,combo,"no wet kill, 10%rue",combo,Y
21,moistDaysBefore,14,xf,2008,combo,"no wet kill, 10%rue",combo,Y
22,moistDaysAfter,1,xf,2008,combo,"no wet kill, 10%rue",combo,Y
23,moistMaxLayers,2,xf,2008,combo,"no wet kill, 10%rue",combo,Y
24,coldStage,4,xf,2008,combo,"no wet kill, 10%rue",combo,Y
25,coldTT,4,xf,2008,combo,"no wet kill, 10%rue",combo,Y
26,xSurfaceOMString,"0, 2500, 10000",xf,2008,combo,"no wet kill, 10%rue",combo,Y
27,ySurfaceOMString,"1, 1, 1",xf,2008,combo,"no wet kill, 10%rue",combo,Y
28,xMoistureString,"0, 1, 2",xf,2008,combo,"no wet kill, 10%rue",combo,Y
29,yMoistureString,"1, 1, 0.5",xf,2008,combo,"no wet kill, 10%rue",combo,Y
30,xTTString,"1, 5, 20",xf,2008,combo,"no wet kill, 10%rue",combo,Y
31,yTTString,"1, 0.5, 0.5",xf,2008,combo,"no wet kill, 10%rue",combo,Y
1,startStage,1,kill,2009,combo,"no cold kill, 10rue%",combo,Y
2,endStage,3.5,kill,2009,combo,"no cold kill, 10rue%",combo,Y
3,maxLayer,3,kill,2009,combo,"no cold kill, 10rue%",combo,Y
4,moistLim,2,kill,2009,combo,"no cold kill, 10rue%",combo,Y
5,tempLim,2,kill,2009,combo,"no cold kill, 10rue%",combo,Y
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,2009,combo,"no cold kill, 10rue%",combo,Y
7,yMoistString,"0, 0, 0, 0, 0.05",kill,2009,combo,"no cold kill, 10rue%",combo,Y
8,xTempString,"-3.5, 0",kill,2009,combo,"no cold kill, 10rue%",combo,Y
9,yTempString,"0, 0",kill,2009,combo,"no cold kill, 10rue%",combo,Y
10,moistDaysBefore,14,rue,2009,combo,"no cold kill, 10rue%",combo,Y
11,moistDaysAfter,1,rue,2009,combo,"no cold kill, 10rue%",combo,Y
12,moistMaxLayers,2,rue,2009,combo,"no cold kill, 10rue%",combo,Y
13,coldStage,4,rue,2009,combo,"no cold kill, 10rue%",combo,Y
14,coldTT,4,rue,2009,combo,"no cold kill, 10rue%",combo,Y
15,xSurfaceOMString,"0, 500, 2500, 10000",rue,2009,combo,"no cold kill, 10rue%",combo,Y
16,ySurfaceOMString,"1, 1, 0.9, 0.9",rue,2009,combo,"no cold kill, 10rue%",combo,Y
17,xMoistureString,"0, 1, 2",rue,2009,combo,"no cold kill, 10rue%",combo,Y
18,yMoistureString,"1, 1, 1",rue,2009,combo,"no cold kill, 10rue%",combo,Y
19,xTTString,"0, 15, 100",rue,2009,combo,"no cold kill, 10rue%",combo,Y
20,yTTString,"1, 1, 1",rue,2009,combo,"no cold kill, 10rue%",combo,Y
21,moistDaysBefore,14,xf,2009,combo,"no cold kill, 10rue%",combo,Y
22,moistDaysAfter,1,xf,2009,combo,"no cold kill, 10rue%",combo,Y
23,moistMaxLayers,2,xf,2009,combo,"no cold kill, 10rue%",combo,Y
24,coldStage,4,xf,2009,combo,"no cold kill, 10rue%",combo,Y
25,coldTT,4,xf,2009,combo,"no cold kill, 10rue%",combo,Y
26,xSurfaceOMString,"0, 2500, 10000",xf,2009,combo,"no cold kill, 10rue%",combo,Y
27,ySurfaceOMString,"1, 1, 1",xf,2009,combo,"no cold kill, 10rue%",combo,Y
28,xMoistureString,"0, 1, 2",xf,2009,combo,"no cold kill, 10rue%",combo,Y
29,yMoistureString,"1, 1, 0.5",xf,2009,combo,"no cold kill, 10rue%",combo,Y
30,xTTString,"1, 5, 20",xf,2009,combo,"no cold kill, 10rue%",combo,Y
31,yTTString,"1, 0.5, 0.5",xf,2009,combo,"no cold kill, 10rue%",combo,Y
1,startStage,1,kill,2010,combo,"no wet xf, 10%rue",combo,Y
2,endStage,3.5,kill,2010,combo,"no wet xf, 10%rue",combo,Y
3,maxLayer,3,kill,2010,combo,"no wet xf, 10%rue",combo,Y
4,moistLim,2,kill,2010,combo,"no wet xf, 10%rue",combo,Y
5,tempLim,2,kill,2010,combo,"no wet xf, 10%rue",combo,Y
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,2010,combo,"no wet xf, 10%rue",combo,Y
7,yMoistString,"0, 0, 0, 0, 0.05",kill,2010,combo,"no wet xf, 10%rue",combo,Y
8,xTempString,"-3.5, 0",kill,2010,combo,"no wet xf, 10%rue",combo,Y
9,yTempString,"0.1, 0",kill,2010,combo,"no wet xf, 10%rue",combo,Y
10,moistDaysBefore,14,rue,2010,combo,"no wet xf, 10%rue",combo,Y
11,moistDaysAfter,1,rue,2010,combo,"no wet xf, 10%rue",combo,Y
12,moistMaxLayers,2,rue,2010,combo,"no wet xf, 10%rue",combo,Y
13,coldStage,4,rue,2010,combo,"no wet xf, 10%rue",combo,Y
14,coldTT,4,rue,2010,combo,"no wet xf, 10%rue",combo,Y
15,xSurfaceOMString,"0, 500, 2500, 10000",rue,2010,combo,"no wet xf, 10%rue",combo,Y
16,ySurfaceOMString,"1, 1, 0.9, 0.9",rue,2010,combo,"no wet xf, 10%rue",combo,Y
17,xMoistureString,"0, 1, 2",rue,2010,combo,"no wet xf, 10%rue",combo,Y
18,yMoistureString,"1, 1, 1",rue,2010,combo,"no wet xf, 10%rue",combo,Y
19,xTTString,"0, 15, 100",rue,2010,combo,"no wet xf, 10%rue",combo,Y
20,yTTString,"1, 1, 1",rue,2010,combo,"no wet xf, 10%rue",combo,Y
21,moistDaysBefore,14,xf,2010,combo,"no wet xf, 10%rue",combo,Y
22,moistDaysAfter,1,xf,2010,combo,"no wet xf, 10%rue",combo,Y
23,moistMaxLayers,2,xf,2010,combo,"no wet xf, 10%rue",combo,Y
24,coldStage,4,xf,2010,combo,"no wet xf, 10%rue",combo,Y
25,coldTT,4,xf,2010,combo,"no wet xf, 10%rue",combo,Y
26,xSurfaceOMString,"0, 2500, 10000",xf,2010,combo,"no wet xf, 10%rue",combo,Y
27,ySurfaceOMString,"1, 1, 1",xf,2010,combo,"no wet xf, 10%rue",combo,Y
28,xMoistureString,"0, 1, 2",xf,2010,combo,"no wet xf, 10%rue",combo,Y
29,yMoistureString,"1, 1, 1",xf,2010,combo,"no wet xf, 10%rue",combo,Y
30,xTTString,"1, 5, 20",xf,2010,combo,"no wet xf, 10%rue",combo,Y
31,yTTString,"1, 0.5, 0.5",xf,2010,combo,"no wet xf, 10%rue",combo,Y
1,startStage,1,kill,2011,combo,"no cold xf, 10%rue",combo,Y
2,endStage,3.5,kill,2011,combo,"no cold xf, 10%rue",combo,Y
3,maxLayer,3,kill,2011,combo,"no cold xf, 10%rue",combo,Y
4,moistLim,2,kill,2011,combo,"no cold xf, 10%rue",combo,Y
5,tempLim,2,kill,2011,combo,"no cold xf, 10%rue",combo,Y
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,2011,combo,"no cold xf, 10%rue",combo,Y
7,yMoistString,"0, 0, 0, 0, 0.05",kill,2011,combo,"no cold xf, 10%rue",combo,Y
8,xTempString,"-3.5, 0",kill,2011,combo,"no cold xf, 10%rue",combo,Y
9,yTempString,"0.1, 0",kill,2011,combo,"no cold xf, 10%rue",combo,Y
10,moistDaysBefore,14,rue,2011,combo,"no cold xf, 10%rue",combo,Y
11,moistDaysAfter,1,rue,2011,combo,"no cold xf, 10%rue",combo,Y
12,moistMaxLayers,2,rue,2011,combo,"no cold xf, 10%rue",combo,Y
13,coldStage,4,rue,2011,combo,"no cold xf, 10%rue",combo,Y
14,coldTT,4,rue,2011,combo,"no cold xf, 10%rue",combo,Y
15,xSurfaceOMString,"0, 500, 2500, 10000",rue,2011,combo,"no cold xf, 10%rue",combo,Y
16,ySurfaceOMString,"1, 1, 0.9, 0.9",rue,2011,combo,"no cold xf, 10%rue",combo,Y
17,xMoistureString,"0, 1, 2",rue,2011,combo,"no cold xf, 10%rue",combo,Y
18,yMoistureString,"1, 1, 1",rue,2011,combo,"no cold xf, 10%rue",combo,Y
19,xTTString,"0, 15, 100",rue,2011,combo,"no cold xf, 10%rue",combo,Y
20,yTTString,"1, 1, 1",rue,2011,combo,"no cold xf, 10%rue",combo,Y
21,moistDaysBefore,14,xf,2011,combo,"no cold xf, 10%rue",combo,Y
22,moistDaysAfter,1,xf,2011,combo,"no cold xf, 10%rue",combo,Y
23,moistMaxLayers,2,xf,2011,combo,"no cold xf, 10%rue",combo,Y
24,coldStage,4,xf,2011,combo,"no cold xf, 10%rue",combo,Y
25,coldTT,4,xf,2011,combo,"no cold xf, 10%rue",combo,Y
26,xSurfaceOMString,"0, 2500, 10000",xf,2011,combo,"no cold xf, 10%rue",combo,Y
27,ySurfaceOMString,"1, 1, 1",xf,2011,combo,"no cold xf, 10%rue",combo,Y
28,xMoistureString,"0, 1, 2",xf,2011,combo,"no cold xf, 10%rue",combo,Y
29,yMoistureString,"1, 1, 0.5",xf,2011,combo,"no cold xf, 10%rue",combo,Y
30,xTTString,"1, 5, 20",xf,2011,combo,"no cold xf, 10%rue",combo,Y
31,yTTString,"1, 0.5, 0.5",xf,2011,combo,"no cold xf, 10%rue",combo,Y
1,startStage,1,kill,2012,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
2,endStage,3.5,kill,2012,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
3,maxLayer,3,kill,2012,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
4,moistLim,2,kill,2012,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
5,tempLim,2,kill,2012,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,2012,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
7,yMoistString,"0, 0, 0, 0, 0.05",kill,2012,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
8,xTempString,"-3.5, 0",kill,2012,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
9,yTempString,"0.1, 0",kill,2012,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
10,moistDaysBefore,14,rue,2012,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
11,moistDaysAfter,1,rue,2012,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
12,moistMaxLayers,2,rue,2012,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
13,coldStage,4,rue,2012,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
14,coldTT,4,rue,2012,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
15,xSurfaceOMString,"0, 500, 2500, 10000",rue,2012,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
16,ySurfaceOMString,"1, 1, 0.95, 0.95",rue,2012,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
17,xMoistureString,"0, 1, 2",rue,2012,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
18,yMoistureString,"1, 1, 1",rue,2012,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
19,xTTString,"0, 15, 100",rue,2012,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
20,yTTString,"1, 1, 1",rue,2012,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
21,moistDaysBefore,14,xf,2012,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
22,moistDaysAfter,1,xf,2012,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
23,moistMaxLayers,2,xf,2012,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
24,coldStage,4,xf,2012,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
25,coldTT,4,xf,2012,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
26,xSurfaceOMString,"0, 2500, 10000",xf,2012,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
27,ySurfaceOMString,"1, 1, 1",xf,2012,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
28,xMoistureString,"0, 1, 2",xf,2012,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
29,yMoistureString,"0.5, 0.5, 0.5",xf,2012,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
30,xTTString,"1, 5, 20",xf,2012,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
31,yTTString,"1, 1, 1",xf,2012,combo,"dyn kill, dyn 5%rue, dyn50%xf",combo,Y
1,startStage,1,kill,2013,combo,"all, resrue10%, xf50%",combo,Y
2,endStage,3.5,kill,2013,combo,"all, resrue10%, xf50%",combo,Y
3,maxLayer,3,kill,2013,combo,"all, resrue10%, xf50%",combo,Y
4,moistLim,2,kill,2013,combo,"all, resrue10%, xf50%",combo,Y
5,tempLim,2,kill,2013,combo,"all, resrue10%, xf50%",combo,Y
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,2013,combo,"all, resrue10%, xf50%",combo,Y
7,yMoistString,"0, 0, 0, 0, 0.05",kill,2013,combo,"all, resrue10%, xf50%",combo,Y
8,xTempString,"-3.5, 0",kill,2013,combo,"all, resrue10%, xf50%",combo,Y
9,yTempString,"0.1, 0",kill,2013,combo,"all, resrue10%, xf50%",combo,Y
10,moistDaysBefore,14,rue,2013,combo,"all, resrue10%, xf50%",combo,Y
11,moistDaysAfter,1,rue,2013,combo,"all, resrue10%, xf50%",combo,Y
12,moistMaxLayers,2,rue,2013,combo,"all, resrue10%, xf50%",combo,Y
13,coldStage,4,rue,2013,combo,"all, resrue10%, xf50%",combo,Y
14,coldTT,4,rue,2013,combo,"all, resrue10%, xf50%",combo,Y
